address;netmask;comment;EA-Level1;EA-Level2;EA-Level3;EA-Site,,,,,,,,,,,,,,
137.185.226.0;255.255.255.224;T01186732 - Vlan 81;;;;,,,,,,,,,,,,,,
;;na.pg.com;;;;,,,,,,,,,,,,,,
137.185.226.32;255.255.255.224;AP Mgmt (VLAN101;P&G;NA;BELLEVILLE - BELLEVILLE PLANT - 2038;2038,,,,,,,,,,,,,,
137.185.226.64;255.255.255.240;WLC Mgmt(VLAN102);P&G;NA;BELLEVILLE - BELLEVILLE PLANT - 2038;2038,,,,,,,,,,,,,,
137.185.226.80;255.255.255.240;WLC Management;P&G;NA;ORLANDO - ORLANDO CUSTOMER BUSINESS CTR - 0113;113,,,,,,,,,,,,,,
137.185.226.96;255.255.255.240;WLC Management;P&G;NA;CUMBERLAND - CUMBERLAND SALES OFFICE - 8104;8104,,,,,,,,,,,,,,
137.185.226.112;255.255.255.248;BT LAN Router_Riverbed;P&G;NA;GREEN BAY - GREEN BAY PLANT - 4427;4427,,,,,,,,,,,,,,
137.185.226.120;255.255.255.252;Router Interconnect;P&G;NA;GREEN BAY - GREEN BAY PLANT - 4427;4427,,,,,,,,,,,,,,
137.185.226.124;255.255.255.252;Router Interconnect;P&G;NA;GREEN BAY - GREEN BAY PLANT - 4427;4427,,,,,,,,,,,,,,
137.185.226.128;255.255.255.128;AgileC0nnect Users;P&G;NA;CUMBERLAND - CUMBERLAND SALES OFFICE - 8104;8104,,,,,,,,,,,,,,
137.185.227.0;255.255.255.0;BRIC to GO move;P&G;NA;CINCINNATI - CINCINNATI GENERAL OFFICES - 4587;4587,,,,,,,,,,,,,,
137.185.228.0;255.255.255.128;AgileC0nnect Users;P&G;NA;ORLANDO - ORLANDO CUSTOMER BUSINESS CTR - 0113;113,,,,,,,,,,,,,,
137.185.228.128;255.255.255.240;AP Management;P&G;NA;ORLANDO - ORLANDO CUSTOMER BUSINESS CTR - 0113;113,,,,,,,,,,,,,,
137.185.228.144;255.255.255.248;Metro Ethernet Connection between Riverside and HuntValley;P&G;NA;HUNT VALLEY - HUNT VALLEY PLANT - 2229 (Coty-Owned);2229,,,,,,,,,,,,,,
137.185.228.152;255.255.255.248;BT LAN Router_Riverbed;P&G;NA;GREEN BAY - GREEN BAY PLANT - 4427;4427,,,,,,,,,,,,,,
137.185.228.160;255.255.255.224;T01201046 - AP Management;P&G;NA;CUMBERLAND - CUMBERLAND SALES OFFICE - 8104;8104,,,,,,,,,,,,,,
137.185.228.192;255.255.255.252;Router Interconnect;P&G;NA;GREEN BAY - GREEN BAY PLANT - 4427;4427,,,,,,,,,,,,,,
137.185.228.196;255.255.255.252;New wan subnet;P&G;NA;ST LOUIS - ST LOUIS PLANT - 4600;4600,,,,,,,,,,,,,,
137.185.228.200;255.255.255.248;Vlan 71;P&G;NA;CINCINNATI - CINCINNATI GENERAL OFFICES - 4587;4587,,,,,,,,,,,,,,
137.185.228.208;255.255.255.240;Vlan 70;P&G;NA;CINCINNATI - CINCINNATI GENERAL OFFICES - 4587;4587,,,,,,,,,,,,,,
137.185.228.224;255.255.255.252;WAN SUBNET FOR CE ROUTERS;P&G;NA;AVENEL - AVENEL PLANT - 4579;4579,,,,,,,,,,,,,,
137.185.228.228;255.255.255.252;Router Interconnect;P&G;NA;BELCAMP - RIVERSIDE DISTRIBUTION CENTER - 4608 (Coty-Owned);4608,,,,,,,,,,,,,,
137.185.228.232;255.255.255.248;Cores to CEs;P&G;NA;AVENEL - AVENEL PLANT - 4579;4579,,,,,,,,,,,,,,
137.185.228.240;255.255.255.252;Router Interconnect;P&G;NA;BELCAMP - RIVERSIDE DISTRIBUTION CENTER - 4608 (Coty-Owned);4608,,,,,,,,,,,,,,
137.185.228.244;255.255.255.252;Router Interconnect;P&G;NA;BELCAMP - RIVERSIDE DISTRIBUTION CENTER - 4608 (Coty-Owned);4608,,,,,,,,,,,,,,
137.185.228.248;255.255.255.252;Router Interconnect;P&G;NA;BELCAMP - RIVERSIDE DISTRIBUTION CENTER - 4608 (Coty-Owned);4608,,,,,,,,,,,,,,
137.185.228.252;255.255.255.252;ReclaimRepository;P&G;NA;ReclaimRepository;Former Savvis,,,,,,,,,,,,,,
137.185.229.0;255.255.255.0;Vlan142;P&G;NA;IOWA CITY - IOWA CITY - PLANT - 4585;4585,,,,,,,,,,,,,,
137.185.230.0;255.255.255.0;MCS VLAN 327;P&G;NA;MEHOOPANY - MEHOOPANY PLANT - 2104;2104,,,,,,,,,,,,,,
137.185.231.0;255.255.255.0;MCS VLAN 328;P&G;NA;MEHOOPANY - MEHOOPANY PLANT - 2104;2104,,,,,,,,,,,,,,
137.185.232.0;255.255.254.0;Microsoft-Azure-Enterprise-Prod-01;P&G;Cloud Services;Microsoft-Azure-Enterprise;,,,,,,,,,,,,,,
137.185.234.0;255.255.254.0;Amazon-AWS-Sandbox-01;P&G;Cloud Services;Amazon-AWS-Sandbox;,,,,,,,,,,,,,,
137.185.236.0;255.255.254.0;;P&G;Cloud Services;Microsoft-Azure-Sandbox;,,,,,,,,,,,,,,
137.185.238.0;255.255.255.128;VLAN 999;P&G;NA;BROWN SUMMIT - GREENSBORO BROWN SUMMIT PLANT - 4581;4581,,,,,,,,,,,,,,
137.185.238.128;255.255.255.128;T01250446 RTCIS (VLAN141);P&G;NA;BELLEVILLE - BELLEVILLE PLANT - 2038;2038,,,,,,,,,,,,,,
137.185.239.0;255.255.255.0;SAP HEC;P&G;NA;Sterling - SavvisData Center - BT855 _ PG1267;PG1267,,,,,,,,,,,,,,
137.185.240.0;255.255.255.0;BRIC to GO move;P&G;NA;CINCINNATI - CINCINNATI GENERAL OFFICES - 4587;4587,,,,,,,,,,,,,,
137.185.241.0;255.255.255.0;BRIC to GO move;P&G;NA;CINCINNATI - CINCINNATI GENERAL OFFICES - 4587;4587,,,,,,,,,,,,,,
137.185.242.0;255.255.255.0;BRIC to GO move;P&G;NA;CINCINNATI - CINCINNATI GENERAL OFFICES - 4587;4587,,,,,,,,,,,,,,
137.185.243.0;255.255.255.0;BRIC to GO move;P&G;NA;CINCINNATI - CINCINNATI GENERAL OFFICES - 4587;4587,,,,,,,,,,,,,,
137.185.244.0;255.255.255.0;MCS VLAN 329;P&G;NA;MEHOOPANY - MEHOOPANY PLANT - 2104;2104,,,,,,,,,,,,,,
137.185.245.0;255.255.255.0;MCS VLAN 330;P&G;NA;MEHOOPANY - MEHOOPANY PLANT - 2104;2104,,,,,,,,,,,,,,
137.185.246.0;255.255.255.0;MCS VLAN 331;P&G;NA;MEHOOPANY - MEHOOPANY PLANT - 2104;2104,,,,,,,,,,,,,,
137.185.247.0;255.255.255.0;VLAN 314;P&G;NA;GREEN BAY - GREEN BAY PLANT - 4427;4427,,,,,,,,,,,,,,
137.185.248.0;22;;;;;,,,,,,,,,,,,,,
;;;;;;,,,,,,,,,,,,,,
137.185.248.0;255.255.255.252;Ashburn Viptela Routers;;;;,,,,,,,,,,,,,,
137.185.248.4;255.255.255.252;Ashburn Viptela Routers;;;;,,,,,,,,,,,,,,
137.185.248.8;255.255.255.252;Ashburn Viptela Routers;;;;,,,,,,,,,,,,,,
137.185.248.12;255.255.255.252;Ashburn Viptela Routers;;;;,,,,,,,,,,,,,,
137.185.248.72;255.255.255.252;Ashburn CNF super back bone to  - Savvis VA DTC;P&G;NA;;BT945,,,,,,,,,,,,,,
137.185.248.76;255.255.255.252;Ashburn CNF super back bone to  - Savvis VA DTC;P&G;NA;;BT945,,,,,,,,,,,,,,
137.185.248.128;255.255.255.252;ASHBURN - EQUINIX DATA CENTER CNF - BT945;;;;,,,,,,,,,,,,,,
;;;;;;,,,,,,,,,,,,,,
;;;;N/A;;,,,,,,,,,,,,,,
143.1.130.0;255.255.254.0;VLAN 67 - GO Telepresence;P&G;NA;CINCINNATI - CINCINNATI GENERAL OFFICES - 4587;4587,,,,,,,,,,,,,,
143.1.132.0;255.255.252.0;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
143.1.136.0;255.255.255.0;313;P&G;NA;Albany - Albany Plant - 2024;2024,,,,,,,,,,,,,,
143.1.137.0;255.255.255.0;VLAN 319 - MC2;P&G;NA;MEHOOPANY - MEHOOPANY PLANT - 2104;2104,,,,,,,,,,,,,,
143.1.138.0;255.255.254.0;VLAN 160;P&G;NA;ST LOUIS - ST LOUIS PLANT - 4600;4600,,,,,,,,,,,,,,
143.1.140.0;255.255.255.0;VLAN 320 - MC2;P&G;NA;MEHOOPANY - MEHOOPANY PLANT - 2104;2104,,,,,,,,,,,,,,
143.1.141.0;255.255.255.0;VLAN 321 - MC2;P&G;NA;MEHOOPANY - MEHOOPANY PLANT - 2104;2104,,,,,,,,,,,,,,
143.1.142.0;255.255.255.0;VLAN 322 - MC2;P&G;NA;MEHOOPANY - MEHOOPANY PLANT - 2104;2104,,,,,,,,,,,,,,
143.1.143.0;255.255.255.0;VLAN 323 - MC2;P&G;NA;MEHOOPANY - MEHOOPANY PLANT - 2104;2104,,,,,,,,,,,,,,
143.1.144.0;255.255.255.0;VLAN 160 - Expansion;P&G;NA;ANDOVER - ANDOVER PLANT - 7921;7921,,,,,,,,,,,,,,
143.1.145.0;255.255.255.0;VLAN 301;P&G;NA;CAYEY - CAYEY PLANT - 4571;4571,,,,,,,,,,,,,,
143.1.146.0;255.255.255.0;Wireless Expansion;P&G;EMEA;GROSS GERAU - GROSS-GERAU PLANT - 4501;4501,,,,,,,,,,,,,,
143.1.147.0;255.255.255.0;Wireless Expansion;P&G;EMEA;GROSS GERAU - GROSS-GERAU PLANT - 4501;4501,,,,,,,,,,,,,,
143.1.148.0;255.255.255.0;VLAN 308;P&G;NA;BROWN SUMMIT - GREENSBORO BROWN SUMMIT PLANT - 4581;4581,,,,,,,,,,,,,,
143.1.149.0;255.255.255.0;VLAN 309;P&G;NA;BROWN SUMMIT - GREENSBORO BROWN SUMMIT PLANT - 4581;4581,,,,,,,,,,,,,,
143.1.150.0;255.255.255.0;VLAN 310;P&G;NA;BROWN SUMMIT - GREENSBORO BROWN SUMMIT PLANT - 4581;4581,,,,,,,,,,,,,,
143.1.151.0;255.255.255.0;VLAN 311;P&G;NA;BROWN SUMMIT - GREENSBORO BROWN SUMMIT PLANT - 4581;4581,,,,,,,,,,,,,,
143.1.152.0;255.255.254.0;IP Phone Subnet/ VLAN 800;P&G;NA;LIMA - LIMA (OHIO) PLANT - 4593;4593,,,,,,,,,,,,,,
143.1.154.0;255.255.255.0;TSDC TS7 Controls 313;P&G;NA;ST BERNARD - CINCINNATI CHEMICALS PLANT - 4358;4358,,,,,,,,,,,,,,
143.1.155.0;255.255.255.0;VLAN 36 share;P&G;NA;BROWN SUMMIT - GREENSBORO BROWN SUMMIT PLANT - 4581;4581,,,,,,,,,,,,,,
143.1.156.0;255.255.252.0;Vlan 160-Agilc0nect;P&G;NA;FAYETTEVILLE - FAYETTEVILLE CUSTOMER BUS CTR - 0103;103,,,,,,,,,,,,,,
143.1.160.0;255.255.252.0;Vlan 321 – Cape_MCS_VLAN_321;P&G;NA;JACKSON - CAPE GIRARDEAU PLANT - 4426;4426,,,,,,,,,,,,,,
143.1.164.0;255.255.255.0;Vlan 325 – Cape_MCS_VLAN_325;P&G;NA;JACKSON - CAPE GIRARDEAU PLANT - 4426;4426,,,,,,,,,,,,,,
143.1.165.0;255.255.255.0;Vlan 326 – Cape_MCS_VLAN_326;P&G;NA;JACKSON - CAPE GIRARDEAU PLANT - 4426;4426,,,,,,,,,,,,,,
143.1.166.0;255.255.255.0;Vlan 327 – Cape_MCS_VLAN_327;P&G;NA;JACKSON - CAPE GIRARDEAU PLANT - 4426;4426,,,,,,,,,,,,,,
143.1.167.0;255.255.255.0;Vlan 328 – Cape_MCS_VLAN_328;P&G;NA;JACKSON - CAPE GIRARDEAU PLANT - 4426;4426,,,,,,,,,,,,,,
143.1.168.0;255.255.255.0;Vlan 329 – Cape_MCS_VLAN_329;P&G;NA;JACKSON - CAPE GIRARDEAU PLANT - 4426;4426,,,,,,,,,,,,,,
143.1.169.0;255.255.255.0;Vlan 330 – Cape_MCS_VLAN_330;P&G;NA;JACKSON - CAPE GIRARDEAU PLANT - 4426;4426,,,,,,,,,,,,,,
143.1.170.0;255.255.255.128;VLAN 205;P&G;NA;AUBURN - AUBURN PLANT - 4576;4576,,,,,,,,,,,,,,
143.1.170.128;255.255.255.128;VLAN 203;P&G;NA;BOSTON - BOSTON PLANT - 7925;7925,,,,,,,,,,,,,,
143.1.171.0;255.255.255.0;IP Phone Subnet/VLAN 800;P&G;NA;WEST BRANCH - WEST BRANCH DC - 5996;5996,,,,,,,,,,,,,,
143.1.172.0;255.255.254.0;VLAN 302;P&G;NA;KANSAS CITY - KANSAS CITY PLANT - F&HC - 4589;4589,,,,,,,,,,,,,,
143.1.174.0;255.255.255.0;VLAN 800;P&G;NA;AVENEL - AVENEL PLANT - 4579;4579,,,,,,,,,,,,,,
143.1.175.0;255.255.255.192;399/ MCS_Switch Management_VLAN;P&G;NA;KANSAS CITY - KANSAS CITY PLANT - F&HC - 4589;4589,,,,,,,,,,,,,,
143.1.175.64;255.255.255.224;VLAN 860 - PBX Voice Server;P&G;NA;BELLEVILLE - BELLEVILLE PLANT - 2038;2038,,,,,,,,,,,,,,
143.1.175.96;255.255.255.224;T00671335 - VLAN 10;P&G;NA;Louisiana - Shreveport - B226;B226,,,,,,,,,,,,,,
143.1.175.128;255.255.255.128;VLAN 860 - PBX Voice Server;P&G;EMEA;MARKTHEIDENFELD PLANT - 8278;8278,,,,,,,,,,,,,,
143.1.176.0;255.255.240.0;Alpharetta Data Center;P&G;NA;NA;,,,,,,,,,,,,,,
143.1.192.0;255.255.240.0;;P&G;EMEA;EMEA;,,,,,,,,,,,,,,
143.1.208.0;255.255.240.0;;P&G;EMEA;EMEA;,,,,,,,,,,,,,,
143.1.224.0;255.255.255.128;VLAN399;P&G;NA;ST LOUIS - ST LOUIS PLANT - 4600;4600,,,,,,,,,,,,,,
143.1.224.128;255.255.255.128;VLAN 59 - Secondary;P&G;NA;BOSTON - BOSTON PLANT - 7925;7925,,,,,,,,,,,,,,
143.1.225.0;255.255.255.0;VLAN 312 -  SC Simulation;P&G;NA;BROWN SUMMIT - GREENSBORO BROWN SUMMIT PLANT - 4581;4581,,,,,,,,,,,,,,
143.1.226.0;255.255.254.0;VLAN 802;P&G;NA;CINCINNATI - SWTC - SHARON WOODS TECH CTR - 4627;4627,,,,,,,,,,,,,,
143.1.228.0;255.255.255.240;VLAN 59;P&G;NA;BOSTON - BOSTON PLANT - 7925;7925,,,,,,,,,,,,,,
143.1.228.16;255.255.255.240;Vlan65/VCR Vlan;P&G;NA;BETHEL - BETHEL GO & TECH CENTER - 7924;7924,,,,,,,,,,,,,,
143.1.228.32;255.255.255.224;VLAN 860 - IP Phone Subnet;P&G;NA;CINCINNATI - CINCINNATI GENERAL OFFICES - 4587;4587,,,,,,,,,,,,,,
143.1.228.64;255.255.255.192;Wireless WPA Guest User;P&G;NA;MORENO VALLEY - WEST COAST MIXING CENTER - B275;B275,,,,,,,,,,,,,,
143.1.228.128;255.255.255.192;VLAN 302;P&G;NA;DOVER - DOVER WIPES PLANT - 4604;4604,,,,,,,,,,,,,,
143.1.228.192;255.255.255.224;Vlan 81;P&G;NA;MEHOOPANY - MEHOOPANY PLANT - 2104;2104,,,,,,,,,,,,,,
143.1.228.224;255.255.255.240;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
143.1.228.240;255.255.255.240;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
143.1.229.0;255.255.255.0;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
143.1.230.0;255.255.254.0;VLAN 803;P&G;NA;CINCINNATI - SWTC - SHARON WOODS TECH CTR - 4627;4627,,,,,,,,,,,,,,
143.1.232.0;255.255.254.0;T00858031 - VLAN 801 - IP Phone Subnet;;;;,,,,,,,,,,,,,,
 Option 150;;;;;;,,,,,,,,,,,,,,
;;na.pg.com;;;;,,,,,,,,,,,,,,
143.1.234.0;255.255.254.0;T00858031 - VLAN 802 - IP Phone Subnet ;;;;,,,,,,,,,,,,,,
;;na.pg.com;;;;,,,,,,,,,,,,,,
143.1.236.0;255.255.254.0;T00858031 - VLAN 803 - IP Phone Subnet;;;;,,,,,,,,,,,,,,
;;na.pg.com;;;;,,,,,,,,,,,,,,
143.1.238.0;255.255.254.0;T00858031 - VLAN 804 - IP Phone Subnet;;;;,,,,,,,,,,,,,,
;;na.pg.com;;;;,,,,,,,,,,,,,,
143.1.240.0;255.255.255.0;;P&G;NA;EDWARDSVILLE - HERSHEY BUILDING - 2585;2585,,,,,,,,,,,,,,
143.1.240.0;21;;Hershey Bldg Edwardsville IL US;;;,,,,,,,,,,,,,,
143.1.241.0;255.255.255.192;;P&G;NA;EDWARDSVILLE - HERSHEY BUILDING - 2585;2585,,,,,,,,,,,,,,
143.1.241.64;255.255.255.192;;P&G;NA;EDWARDSVILLE - HERSHEY BUILDING - 2585;2585,,,,,,,,,,,,,,
143.1.241.128;255.255.255.192;;P&G;NA;EDWARDSVILLE - HERSHEY BUILDING - 2585;2585,,,,,,,,,,,,,,
143.1.241.192;255.255.255.192;;P&G;NA;EDWARDSVILLE - HERSHEY BUILDING - 2585;2585,,,,,,,,,,,,,,
"143.1.242.0;255.255.255.0;""vlan 140	RTCIS VLAN"";P&G;NA;EDWARDSVILLE - HERSHEY BUILDING - 2585;2585",,,,,,,,,,,,,,
"143.1.243.0;255.255.255.0;""vlan 160	AgileC0nnect"";P&G;NA;EDWARDSVILLE - HERSHEY BUILDING - 2585;2585",,,,,,,,,,,,,,
143.1.244.0;255.255.255.0;;P&G;NA;EDWARDSVILLE - HERSHEY BUILDING - 2585;2585,,,,,,,,,,,,,,
"143.1.245.0;255.255.255.0;""vlan 800	IPT Voice VLAN"";P&G;NA;EDWARDSVILLE - HERSHEY BUILDING - 2585;2585",,,,,,,,,,,,,,
143.1.246.0;255.255.255.0;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
143.1.247.0;255.255.255.0;Spare/Growth;P&G;NA;EDWARDSVILLE - HERSHEY BUILDING - 2585;2585,,,,,,,,,,,,,,
143.1.248.0;255.255.255.0;VLAN 160 Secondary;P&G;NA;JACKSON - CAPE GIRARDEAU PLANT - 4426;4426,,,,,,,,,,,,,,
143.1.249.0;255.255.255.248;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
143.1.249.8;255.255.255.252;BT MPLS WAN Circuit;P&G;NA;ROSEMONT - CHICAGO CUSTOMER BUSINESS CTR - 0117;117,,,,,,,,,,,,,,
143.1.249.12;255.255.255.252;Router Interconnect;P&G;NA;MEHOOPANY - MEHOOPANY PLANT - 2104;2104,,,,,,,,,,,,,,
143.1.249.16;255.255.255.240;Printers;P&G;NA;Cleveland - Cleveland Tri-State Warehouse - 7930A;7930A,,,,,,,,,,,,,,
143.1.249.32;255.255.255.252;;P&G;EMEA;;,,,,,,,,,,,,,,
143.1.249.36;255.255.255.252;T00412065- BDC-DR-SW04 VLAN 613 - Disk_to_Disk_VL2;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
143.1.249.40;255.255.255.252;;P&G;EMEA;;,,,,,,,,,,,,,,
143.1.249.44;255.255.255.252;;P&G;NA;NORTH YORK - TORONTO GENERAL OFFICE - 4359;4359,,,,,,,,,,,,,,
143.1.249.48;255.255.255.248;VLAN 101 - Additional Space;P&G;NA;Cleveland - Cleveland Tri-State Warehouse - 7930A;7930A,,,,,,,,,,,,,,
143.1.249.56;255.255.255.248;;P&G;NA;NORTH YORK - TORONTO GENERAL OFFICE - 4359;4359,,,,,,,,,,,,,,
143.1.249.64;255.255.255.224;PBX/Voice Server Subnet/VLAN 860;P&G;NA;IOWA CITY - IOWA CITY PLANT 1832 LOWER - 7935;7935,,,,,,,,,,,,,,
143.1.249.96;255.255.255.224;VLAN 860;P&G;NA;WEST BRANCH - WEST BRANCH DC - 5996;5996,,,,,,,,,,,,,,
143.1.249.128;255.255.255.128;Vlan 301/VMStack Management;P&G;NA;ST BERNARD - CINCINNATI CHEMICALS PLANT - 4358;4358,,,,,,,,,,,,,,
143.1.250.0;255.255.255.128;VLAN 860;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
143.1.250.128;255.255.255.128;VLAN 202;P&G;NA;LANCASTER - LANCASTER PLANT - 7938;7938,,,,,,,,,,,,,,
143.1.251.0;255.255.255.0;VLAN 300 - Air Compressor;P&G;NA;AUBURN - AUBURN PLANT - 4576;4576,,,,,,,,,,,,,,
143.1.252.0;255.255.255.248;;P&G;NA;EDWARDSVILLE - HERSHEY BUILDING - 2585;2585,,,,,,,,,,,,,,
143.1.252.8;255.255.255.248;VLAN 200 DHCP;P&G;NA;TUNKHANNOCK - MESHOPPEN DISTRIBUTION CENTER - 5373;5373,,,,,,,,,,,,,,
143.1.252.16;255.255.255.240;VLAN 999;P&G;NA;AVENEL - AVENEL PLANT - 4579;4579,,,,,,,,,,,,,,
143.1.252.32;255.255.255.240;CINSC3GW-RVRBD-MGMNT;P&G;NA;CINCINNATI - CINCINNATI GENERAL OFFICES - 4587;4587,,,,,,,,,,,,,,
143.1.252.48;255.255.255.240;PG-ADDCs;P&G;NA;ASHBURN - EQUINIX DATA CENTER CNF - BT945;BT945,,,,,,,,,,,,,,
143.1.252.64;255.255.255.192;;P&G;NA;ST LOUIS - ST LOUIS PLANT - 4600;4600,,,,,,,,,,,,,,
143.1.252.128;255.255.255.252;Router Cross Connect;P&G;NA;LIMA - LIMA (OHIO) PLANT - 4593A;4593A,,,,,,,,,,,,,,
143.1.252.132;255.255.255.252;MPLS Cross Connect;P&G;NA;LIMA - LIMA (OHIO) PLANT - 4593A;4593A,,,,,,,,,,,,,,
143.1.252.136;255.255.255.248;DDOS;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
143.1.252.144;255.255.255.248;DDOS2;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
143.1.252.152;255.255.255.248;WAN PriAzure-GW-Security-non-Prod-01;P&G;NA;ASHBURN - EQUINIX DATA CENTER CNF - BT945;BT945,,,,,,,,,,,,,,
143.1.252.160;255.255.255.252;O365 Secondary WAN;P&G;NA;CHICAGO - EQUINIX DATA CENTER CNF CH1 - BT947;BT947,,,,,,,,,,,,,,
143.1.252.164;255.255.255.252;Azure Secondary WAN;P&G;NA;CHICAGO - EQUINIX DATA CENTER CNF CH1 - BT947;BT947,,,,,,,,,,,,,,
143.1.252.168;255.255.255.252;AWS ENT-DR WAN;P&G;NA;CHICAGO - EQUINIX DATA CENTER CNF CH1 - BT947;BT947,,,,,,,,,,,,,,
143.1.252.172;255.255.255.252;AWS SEC-DR WAN;P&G;NA;CHICAGO - EQUINIX DATA CENTER CNF CH1 - BT947;BT947,,,,,,,,,,,,,,
143.1.252.176;255.255.255.252;AWS SHARED-SVC-DR WAN;P&G;NA;CHICAGO - EQUINIX DATA CENTER CNF CH1 - BT947;BT947,,,,,,,,,,,,,,
143.1.252.180;255.255.255.252;CE router and CNF router;P&G;NA;Dayton - Mixing Center - B360;B360,,,,,,,,,,,,,,
143.1.252.184;255.255.255.248;WAN PriAzure-GW-Security-DR-01;P&G;NA;ASHBURN - EQUINIX DATA CENTER CNF - BT945;BT945,,,,,,,,,,,,,,
143.1.252.192;255.255.255.192;VLAN 308;P&G;NA;BEAR RIVER CITY - BOX ELDER - 4555;4555,,,,,,,,,,,,,,
143.1.253.0;255.255.255.248;VLAN 200 DHCP;P&G;EMEA;STROMBEEK-BEVER - BRUSSELS INNOVATION CENTER - 0257;257,,,,,,,,,,,,,,
143.1.253.8;255.255.255.252;;P&G;NA;NORTH YORK - TORONTO GENERAL OFFICE - 4359;4359,,,,,,,,,,,,,,
143.1.253.12;255.255.255.252;Point to point subnet between CE routers;P&G;NA;MEHOOPANY - MEHOOPANY PLANT - 2104;2104,,,,,,,,,,,,,,
143.1.253.16;255.255.255.248;;P&G;NA;NORTH YORK - TORONTO GENERAL OFFICE - 4359;4359,,,,,,,,,,,,,,
143.1.253.24;255.255.255.248;;P&G;NA;NORTH YORK - TORONTO GENERAL OFFICE - 4359;4359,,,,,,,,,,,,,,
143.1.253.32;255.255.255.224;ACS-ADDC;P&G;NA;ASHBURN - EQUINIX DATA CENTER CNF - BT945;BT945,,,,,,,,,,,,,,
143.1.253.64;255.255.255.248;AWS-SHE-NA-PROD WAN;P&G;NA;ASHBURN - EQUINIX DATA CENTER CNF - BT945;BT945,,,,,,,,,,,,,,
143.1.253.72;255.255.255.248;AWS-SHE-NA-nonProd  WAN;P&G;NA;ASHBURN - EQUINIX DATA CENTER CNF - BT945;BT945,,,,,,,,,,,,,,
143.1.253.80;255.255.255.248;Azure-NA-SHE-ALL WAN;P&G;NA;ASHBURN - EQUINIX DATA CENTER CNF - BT945;BT945,,,,,,,,,,,,,,
143.1.253.88;255.255.255.248;NA-Cloud-SHE-transit;P&G;NA;ASHBURN - EQUINIX DATA CENTER CNF - BT945;BT945,,,,,,,,,,,,,,
143.1.253.96;255.255.255.248;NA-Cloud-SHE-transit;P&G;NA;ASHBURN - EQUINIX DATA CENTER CNF - BT945;BT945,,,,,,,,,,,,,,
143.1.253.104;255.255.255.248;NA-Cloud-SHE-IBGP;P&G;NA;ASHBURN - EQUINIX DATA CENTER CNF - BT945;BT945,,,,,,,,,,,,,,
143.1.253.112;255.255.255.248;VLAN 939 - Cloud-SHE-Internal;P&G;NA;CHICAGO - EQUINIX DATA CENTER CNF CH1 - BT947;BT947,,,,,,,,,,,,,,
143.1.253.120;255.255.255.248;VLAN 239 - Cloud-SHE-Transit;P&G;NA;CHICAGO - EQUINIX DATA CENTER CNF CH1 - BT947;BT947,,,,,,,,,,,,,,
143.1.253.128;255.255.255.128;VLAN 999;P&G;NA;ST BERNARD - CINCINNATI CHEMICALS PLANT - 4358;4358,,,,,,,,,,,,,,
143.1.254.0;255.255.255.0;for BT Operate temp pools.;P&G;AP;AP;,,,,,,,,,,,,,,
143.1.255.0;255.255.255.0;;P&G;NA;CINCINNATI - CINCINNATI GENERAL OFFICES - 4587;4587,,,,,,,,,,,,,,
143.2.0.0;255.255.0.0;description LAN,,,Y,100000,100000,Y,,Catalyst,,Greensboro - Brown Summit Plant VLAN gbssc1gw.na-confg 143.2.0.1;P&G;NA;BROWN SUMMIT - GREENSBORO BROWN SUMMIT PLANT - 4581;4581,,,,
143.2.0.0;15;;NA - P&G Public Address Range;;;,,,,,,,,,,,,,,
143.3.0.0;255.255.252.0;VLAN 10 - User VLAN;P&G;EMEA;RAKOVNIK - RAKONA PLANT - 0348;348,,,,,,,,,,,,,,
143.3.4.0;255.255.255.192;;P&G;EMEA;COLOGNE - COLOGNE PLANT - 7042 (Coty-Owned);7042,,,,,,,,,,,,,,
143.3.4.64;255.255.255.192;;P&G;EMEA;HUENFELD - HUNFELD PLANT - 7043 (Coty-Owned);7043,,,,,,,,,,,,,,
143.3.4.128;255.255.255.224;;P&G;EMEA;COPENHAGEN - COPENHAGEN SALES OFFICE - 7844 (Coty);7844,,,,,,,,,,,,,,
143.3.4.160;255.255.255.224;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
143.3.4.192;255.255.255.224;;P&G;EMEA;TEL AVIV - TEL AVIV GENERAL OFFICE - 5596;5596,,,,,,,,,,,,,,
143.3.4.224;255.255.255.224;;P&G;EMEA;KIFISSIA - KIFISSIA GO - WELLA - 7300;7300,,,,,,,,,,,,,,
